%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index,EXG Channel 0,EXG Channel 1,EXG Channel 2,EXG Channel 3,EXG Channel 4,EXG Channel 5,EXG Channel 6,EXG Channel 7,EXG Channel 8,EXG Channel 9,EXG Channel 10,EXG Channel 11,EXG Channel 12,EXG Channel 13,EXG Channel 14,EXG Channel 15,Accel Channel 0,Accel Channel 1,Accel Channel 2,Other,Other,Other,Other,Other,Other,Other,Analog Channel 0,Analog Channel 1,Analog Channel 2,Timestamp,Other,Timestamp (Formatted)
11402,-16.88,-90.95,6.392,-18.32,-33.63,68.73,-89.81,15.1,-11.31,-42.56,-64,-67.17,-72.96,-142.4,-66.64,-96.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11403,-19.69,-94.57,-1.233,-32.45,-54.58,46.65,-105.7,-2.611,-9.485,-52.34,-50.33,-45.59,-73.18,-146.7,-36.87,-82.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11404,-16.94,-94.73,-6.963,-40.31,-54.44,41.21,-108.6,-4.066,7.291,-55.23,-27.99,-10.48,-68.61,-145.3,-12.57,-70.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11405,3.034,-92.45,0.91,-31.01,-37.73,56.18,-93.72,9.574,20.22,-52.82,-15.35,8.655,-67.83,-144,-4.894,-79.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11406,11.35,-87.39,-0.3496,-22.98,-45.43,73.76,-77.26,13.72,10.68,-48.03,-17.47,4.505,-62.66,-135.9,-0.4003,-78.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11407,11.73,-76.38,-20.6,-23.7,-59.51,85.8,-71.06,10.97,2.144,-40.24,-15.87,5.736,-50.85,-118,4.999,-59.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11408,15.72,-65.98,-28.31,-30.06,-60.83,80.88,-69.91,7.755,-3.546,-41.51,-21.95,2.42,-45.9,-108.8,-1.933,-57.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11409,-1.142,-57.37,-23.91,-44.12,-66.07,63.61,-70.84,0.7965,-22.36,-37.51,-38.7,-8.238,-45.67,-108.7,-8.007,-62.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11410,-24,-50.6,-18.86,-48.49,-67.54,56.69,-72.41,-0.9059,-31.38,-25.76,-41.95,-2.398,-44.81,-107.2,-1.772,-50.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11411,-25.64,-53.88,-17.71,-43.82,-63.06,59.37,-70.74,3.207,-19.11,-34.51,-36.49,3.598,-43.62,-109.1,0.562,-47.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11412,-20.56,-54.35,-26.49,-51.67,-62.37,61.29,-65.67,3.791,-5.368,-39.57,-31.82,-0.4225,-39.67,-112.5,-1.544,-60.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11413,-19.25,-47.02,-30.77,-61.08,-59.19,56.51,-66.98,2.342,1.633,-18.18,-24.94,3.524,-41.41,-114.5,-4.339,-67.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11414,-20.54,-53.02,-34,-63.2,-57.39,49.29,-77.76,-0.1985,4.749,-12.25,-23.7,5.683,-52.27,-123.4,-15.17,-74.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11415,-20.66,-63.54,-45.37,-69.24,-58.99,56.68,-75.36,-1.377,5.561,-26.55,-28.72,-5.909,-64.67,-135.9,-26.82,-91.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11416,-10.81,-63.17,-35.06,-65.25,-51.81,73.63,-45.83,6.864,2.446,-29.49,-36.64,-21.42,-79.44,-143.6,-36.12,-106.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11417,7.345,-66.04,-2.618,-42.4,-37.18,93.78,-16.07,21.39,-0.6371,-28.58,-44.62,-27.51,-86.03,-145.8,-42.53,-108.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11418,29.79,-70.44,20.04,-24.26,-22.01,126.6,-9.425,31.03,5.292,-28.38,-43.52,-16.88,-72.84,-138.7,-33.22,-97.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11419,50.72,-65.09,37.71,-17.95,-7.912,151.8,-5.954,29.57,9.802,-22.38,-39.17,-3.696,-55.66,-125.8,-19.32,-88.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11420,57.37,-57.64,44.75,-12.04,-6.974,146.5,5.749,22.07,3.257,-20.34,-36.1,3.336,-41.62,-120.1,-13.51,-86.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11421,52.88,-49.14,23.63,-7.856,-21.87,129.7,2.628,16.74,3.416,-18.9,-22.02,22.58,-20.53,-117.6,4.426,-72.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11422,54.9,-34.3,13.95,-10.82,-28.66,123.8,-7.384,6.605,13.55,-15.47,-5.59,50.1,-0.3286,-108.1,26.33,-48.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11423,62.88,-23.94,26.11,-25.5,-28.69,120,-4.68,-8.296,13.46,-20.18,-4.434,56.67,3.689,-102.1,22.24,-51.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11424,61.12,-28.64,11.81,-40.66,-40.39,105.8,-9.055,-6.696,9.745,-23.91,-1.609,47.78,-5.826,-106.3,17.46,-68.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11425,54.34,-37.39,-4.573,-33.33,-42.05,93.47,-15.49,6.217,16.44,-23.18,13.88,49.47,-14.67,-109.1,35.85,-61.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11426,52.63,-37.44,8.52,-23.72,-34.21,90.02,-5.798,5.05,17.57,-27.43,13.17,47.79,-14.8,-106.8,38.72,-53.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11427,45.93,-33.74,-3.029,-39.19,-49.53,82.35,-7.051,-0.5077,9.198,-22.96,-6.157,21.65,-12.46,-98.67,14.08,-59.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11428,35.09,-35.15,-36.64,-56.28,-66.9,71.04,-22.37,-2.262,2.333,-9.424,-12.93,-3.801,-20.05,-87.57,-0.0114,-59.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11429,27.81,-44.59,-35.82,-61.26,-66.39,62.13,-26.34,-14.84,-11.08,-9.204,-14.44,-11.46,-36.33,-87.91,-0.546,-62.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11430,17.51,-51.5,-22.05,-64.59,-70.6,54.75,-24.63,-17.46,-27.38,-9.237,-27.52,-21.19,-42.93,-92.18,-5.579,-76.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11431,4.992,-43.48,-27.59,-67.75,-79.96,46.23,-27.21,-0.2643,-35.75,2.262,-36.79,-31.78,-35.98,-84.4,-7.826,-73.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11432,-6.487,-38.61,-37.56,-77.68,-85.56,30.75,-40.95,-4.474,-42.77,-1.107,-36.71,-27.28,-31.79,-81.27,-4.828,-62.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11433,-10.12,-52.6,-41.76,-88.37,-82.53,23.43,-61.97,-23.55,-40.16,-16.53,-35.23,-14.91,-33.13,-91.98,-2.247,-66.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11434,9.558,-64.67,-39.1,-89.42,-64.2,40.34,-57.1,-22.58,-23.79,-20.53,-32.12,1.12,-34.44,-100.5,7.478,-70.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11435,42.29,-59.13,-29.22,-85.75,-48.31,66.26,-22.01,-16.87,-13.25,-22.25,-23.85,25.99,-34.71,-101.7,25.06,-61.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11436,66.08,-41.99,-14.77,-67.43,-44.17,85.03,7.432,-12.18,-12.82,-24.96,-12.95,43.09,-27.72,-94.5,35.69,-52.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11437,74.82,-26.86,-6.992,-47.84,-42,87.42,11.93,-6.883,-19.32,-21.28,-15.47,34.82,-19.2,-82.27,30.14,-53.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11438,66.71,-27.86,-17.95,-55.22,-48.16,77.95,1.905,-14.97,-32.25,-19.65,-32.29,16.72,-23.13,-81.37,11.68,-57.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11439,47.72,-37.76,-33.76,-63.3,-66.86,71.76,-5.914,-17.61,-46.57,-16.59,-45.03,3.315,-34.75,-89.92,-10.66,-65.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11440,22.72,-47.61,-46.03,-66.89,-89.95,52.06,-24.15,-19.55,-68.65,-16.77,-57.67,-16.29,-48.74,-92.09,-30.49,-79.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11441,-9.99,-71.41,-68.69,-97.14,-109.2,12.64,-62.4,-44.44,-94.14,-39.41,-78.51,-44.28,-67.34,-90.33,-51.32,-94.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11442,-39.02,-99.52,-89.15,-119.3,-115.5,-9.706,-72.66,-50.45,-99.47,-52.34,-91.73,-65.95,-77.92,-89.9,-68.06,-99.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11443,-48.95,-96.26,-81.08,-95.26,-110.2,-7.121,-37.07,-25.17,-86.07,-29.62,-86.39,-72.15,-73.76,-86.9,-64.87,-93.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11444,-45.43,-76.31,-55.64,-65.36,-105.3,-7.561,-16.23,-15.27,-78.89,-20.4,-79.91,-74.21,-77.45,-88.17,-59.94,-91.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11445,-49.81,-81.87,-47.02,-63.83,-101.9,-12.29,-21.67,-13.41,-80.46,-33.86,-91.43,-89.69,-95.13,-97.38,-77.54,-98.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11446,-54.98,-92.71,-54.33,-64.69,-89.02,5.247,-4.607,-1.048,-74.95,-26.44,-106.8,-103.1,-100.5,-100.6,-90.9,-93.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11447,-38.72,-82.18,-43.84,-46.61,-76.5,37.15,23.86,2.499,-70.7,-16.29,-110.9,-95.38,-94.2,-97.74,-85.8,-84.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11448,-19.53,-77.24,-17.36,-28.32,-76,49.14,34.05,4.692,-72.3,-17.17,-107.2,-81.14,-88.49,-94.52,-80.12,-82.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11449,-7.889,-75.22,-1.277,-17.9,-66.49,53.35,44.4,19.23,-61.92,-0.4518,-88.88,-64.5,-67.46,-77.86,-59.45,-58.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11450,6.172,-59.48,1.766,-9.121,-56.4,58.57,42.65,23.77,-58.7,11.36,-69.53,-45.46,-42.79,-56.27,-25.15,-23.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11451,0.8573,-58.06,-7.492,-15.01,-72.34,40.57,8.45,9.006,-73.46,6.6,-67.2,-38.04,-37.93,-51.27,-11.93,-13.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11452,-15.02,-62.93,-24.22,-33.78,-85.44,21.92,-13.68,-2.391,-71.3,15.93,-59.69,-32.58,-34.41,-49.97,-9.401,-10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11453,-12.08,-53.93,-34.07,-46.67,-83.82,21.23,-8.542,-4.32,-65.94,20.1,-48.74,-24.42,-35.43,-45.94,3.404,-0.6383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11454,-10.64,-63.1,-34.54,-54.75,-87.73,20.49,-5.306,-10.49,-77.95,9.312,-48.28,-23.4,-55.48,-51.45,12.89,1.892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11455,-9.893,-77.95,-28.92,-62.61,-84.24,31.85,5.638,-17.86,-76.01,7.41,-38.74,-17.78,-60.79,-50.19,14.87,13.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11456,6.469,-58.04,-25.71,-64.44,-77.01,49.84,26.05,-18.41,-66.96,-0.8703,-31.4,-13.71,-43.74,-32.3,10.04,30.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11457,17.11,-32.42,-23.24,-48.59,-77.36,58.14,40.67,-12.69,-67.32,-4.307,-38.42,-22.71,-36.45,-22.83,-4.837,28.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11458,23.91,-28.81,-5.217,-17.02,-68.11,76.13,56.34,0.9452,-54.48,23.02,-32.31,-20.67,-34.4,-25.53,-14.65,24.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11459,37.04,-28.19,17.12,5.605,-57.09,87.16,62.81,16.84,-34.78,40.47,-18.98,-9.873,-25.11,-19.64,-12.59,36.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11460,41.09,-21.95,25.43,14.09,-53.37,75.67,56.7,29.23,-24.85,37.07,-16.68,-13.77,-25.11,-10.36,-11.01,47.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11461,36.78,-19.52,25.27,21.38,-44.37,76.41,58.39,40.2,-17.55,45.31,-15.3,-17.35,-40.85,-14.47,-13.27,41.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11462,31.23,-26.62,29.68,31.6,-31.09,89.39,64.11,44.55,-12.69,49.61,-18.45,-11.86,-57.84,-25.35,-18.91,21.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11463,28.88,-35.85,51.51,45.52,-15.88,97.08,70.83,40.26,-9.169,44.91,-28.64,-10.43,-65.06,-32.75,-27.82,10.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11464,38.58,-33.35,68.53,49.84,-7.443,107.8,81.47,35.89,0.7821,54.84,-27.03,-0.8107,-60.83,-34.11,-27.51,14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11465,53.65,-17.05,54.72,49.69,-11.61,115.4,86.01,42.64,16.78,69.2,-12.75,23.27,-45.58,-19.5,-15.89,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11466,64.5,4.069,52.3,72.39,-9.83,117.5,90.99,61.28,29.93,81.73,-7.316,36.26,-24.97,8.323,-9.263,45.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11467,69.88,19.48,78.18,91.89,-0.1935,122.1,93.93,68.57,33.04,97.5,-12.73,36.73,-9.71,28.4,-5.58,71.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11468,70.17,26.03,76.95,79.38,6.213,118.1,81.07,59.63,32.24,104.2,-7.05,44.93,-2.054,38.26,7.806,84.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11469,71.9,32.09,53.37,71.78,12.74,106.8,71.19,63.67,33.48,110.6,8.872,53.56,4.883,48.95,23.18,95.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11470,77.03,43.93,57.93,84.23,16.1,104.5,69.78,76.71,33.04,122.4,14.3,55.61,15.16,60.63,33.63,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11471,76.84,54.21,64.49,82.66,9.46,100.6,58.33,69.7,28.84,115.2,14.56,64.03,29.62,73.68,44.05,129.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11472,71.51,56.46,45.61,69.44,1.106,91.32,53.1,56.95,24.8,106.8,21.42,72.04,45.39,88.03,52.7,148.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11473,68.77,58.75,52.19,79.54,4.568,93.67,65.54,67.56,24.21,125,22.33,59.64,50.59,95.17,55.43,153.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11474,57.43,59.85,85.94,99.65,9.827,91,66.09,86.47,17.77,137.1,12.87,35.55,40.4,97.38,54.86,145.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11475,34.12,49.12,82.92,96.11,0.5702,73.23,51.43,89.1,8.993,133,14.78,32.24,31.16,107.2,58.54,153.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11476,31.99,37.79,64.23,90.85,-2.363,76.12,47.16,83.11,21.2,140,32.96,56.02,31.28,120.2,68.18,170.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11477,54.59,32.91,79.63,102.4,13.04,99.41,48.29,75.48,41.46,146.5,43.54,79.07,31.17,123.5,75.17,171.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11478,71.9,28.37,95.64,112.2,26.87,120.5,49.41,68.87,47.62,146.1,46.27,96.93,34.42,123.7,79.82,173.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11479,89.12,36.25,93,124.3,37.23,145.4,64.26,75.76,57.29,152.7,59.75,121.2,46.2,131.8,88.08,187.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11480,106.4,53.05,101.3,133.4,43.92,153.3,79.32,82.49,72.53,156.2,72.26,132.6,55,141.8,91.59,195.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11481,104.3,59.43,116.3,124.4,44.27,134.6,79.31,74.63,76.63,160.8,69.24,121.5,57.39,146.5,81.83,193.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11482,98.69,65.23,117.9,123.4,51.97,130.7,75.95,71.97,79.46,168.9,64.77,112,55.1,143.9,66.43,185.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11483,106.1,72.83,116.7,132.7,63.87,143.2,69.94,78.89,89,163,68.91,114.1,44.14,129.9,60.65,174.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11484,115.5,66.56,124,124,72.44,145.2,59.13,83.53,94.96,164.4,72.15,117.5,32.65,112.8,68.85,173.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11485,116.6,57.79,123.5,106.5,76.44,139.3,51.76,85.02,93.82,176.2,72.29,119.8,32.13,108.1,80.31,184.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11486,111.4,62.4,110.7,102,65.52,131.9,46.23,83.76,91.64,162.8,79.42,130,33.63,111,85.82,189.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11487,108.9,68.78,112.3,117,54.23,128.9,45.17,88.6,88.9,154.9,82.51,134.6,23.51,109.8,80.5,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11488,102.8,65.76,127.2,140.4,62.82,132.9,54.37,102.1,85.17,181.7,70.43,114.9,13.73,110.9,66.71,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11489,93.81,63.55,132.6,148,75.98,134.1,60.33,115.5,88.76,192.8,67.37,98.57,17.98,116.2,56.35,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11490,98.61,62.38,129.7,139.9,80,130.8,48,127.7,93.88,175.7,75.6,105.1,19.77,120.2,50.75,182.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11491,98.91,48.29,126.7,132.1,80.31,123.7,25.41,127,89.7,174,74.94,112.2,17.04,135.4,55.53,194.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11492,87.4,37.59,120.2,122.5,80.97,116.4,11.32,111.4,88.7,187.5,80.01,123.3,30.08,161.9,80.99,223.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11493,92.35,46.3,107.3,110.5,82.25,116.1,7.808,106.1,92.9,193.2,92.96,143.6,47.62,177.8,106.1,249.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11494,100.7,54.05,102.7,109.6,78.86,112.6,7.721,112.6,91.62,192.9,98.3,155.9,55.82,184.7,122.3,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11495,94.89,57.91,108.9,114.9,64.37,102.9,13.69,113.7,93.97,191.7,110.6,170.2,65.1,190.4,148.6,289.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11496,95.29,66.35,97.52,111.2,55.71,104.1,25.69,109.2,102.5,189.6,127.1,185.3,69.19,184.9,164.7,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11497,100.2,68.2,95.43,121.4,75.89,115.7,38.47,112.8,103.9,190.4,122.7,175.4,59.02,170.6,146.3,282.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11498,93.68,69.19,135.2,158.1,96.32,119.8,49.44,135.2,92.81,193.9,100.5,148.6,45.2,157.2,112.1,258.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11499,83.24,79.86,154.9,180.3,88.87,116.8,61.79,159.6,81.11,200.1,81.45,128.7,41.96,153.9,91.8,251.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11500,86.53,96.6,143.5,182.6,91.02,124,85.41,170.8,87.91,214.6,85.12,127.6,60.48,173.5,105.9,273.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11501,104.1,121.3,157.7,192.3,112.5,141.1,112.6,182.6,105.8,233.2,108.4,146.7,91.13,203.1,144.6,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11502,122.8,149,179.9,200.7,128.6,158.1,129.7,192,131.1,245.8,144.9,178.1,117.9,228.9,188.3,349.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11503,148.8,171.7,191,208,155.9,172.6,141.4,186.4,175.3,253.9,200.9,211.2,140.6,257.3,236.2,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11504,167.8,177,188.6,212.6,172.9,163.1,134.2,174.3,186.3,247.4,222.5,213.1,136.1,258.3,241,373.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11505,132.5,143.4,144.3,185.4,133.7,117.5,93.27,155.3,124.4,214.4,158,162.9,86.2,209.8,165.3,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11506,71.5,92.89,96.54,145.6,86.87,74.47,47.78,128.6,71.9,183.5,84.9,114.8,39.93,169.4,92.91,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11507,57.2,73.87,92.88,135,90.22,63.39,26.91,120.8,80.13,180.3,78.79,118.4,43.58,181.1,92.38,226.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11508,76.89,88.32,102.4,141.4,116.7,68.29,33.41,142.6,93.13,195.8,98.3,145.4,74.74,215.6,119.3,265.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11509,86.03,112.3,103.4,138.5,124.3,71.89,51.42,163.6,90.57,223.1,107.6,155.5,96.84,244,138.7,299.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11510,81.12,124.5,97.92,127.6,113.4,65.9,51.03,168.9,88.32,243,113.6,144.7,97.76,256.2,150.4,315.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11511,59.41,108.8,80.01,116.3,103,42.96,29.74,170.8,70.76,231.2,104.9,126.8,78.05,243.7,147.3,300.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11512,22.13,77.3,58.41,102.8,95.15,17.41,8.887,166.9,47.42,209,84.37,112.4,49.64,219.7,138.2,280.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11513,-1.544,55.43,49.37,92.24,90.15,12.57,-0.7999,165.5,47.1,203.9,78.43,103.7,31.68,204.8,130.3,273.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11514,6.341,55.52,62.77,100.6,101.3,22.91,11.69,184.5,64.6,210.9,91.85,108.9,33.72,201.5,128.7,276.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11515,35.31,77.5,92.46,124,128.4,37.02,39.01,199.3,93.23,218.4,114,130.8,47.83,206.5,145.2,287.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11516,68.51,104.2,116.2,145.7,156.6,58.51,57.79,205.1,123.1,219.7,127.3,145.7,59.57,217.4,156.1,297.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11517,86.47,120.4,123,159.2,170.7,76.76,78.17,229.1,125.6,226.5,117.8,137.6,62.67,226.9,140.9,302.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11518,83.05,129.6,123.6,161.2,168.1,83.54,103.3,243.3,107.6,240.8,103.6,126.6,57.94,228.9,131.8,303.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11519,73.75,127,125.7,159,162.7,85.16,102.4,230.3,99.41,238.4,104.7,129.7,49.33,226.7,142.1,295.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11520,64.99,111.7,118.5,158.6,162.5,74.82,88.61,223.4,103,237.2,116.3,141.6,46.06,227.3,154,293.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11521,57.78,108.7,105.5,153.7,167.5,60.33,96,216,112.6,251.2,135.4,160.9,52.68,229.8,167.4,297.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11522,62.06,121.6,104.7,149.5,172.6,61.74,100.1,202.9,126.8,241.7,155.8,186.1,66.49,235.6,181.5,298.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11523,77.82,136,108.2,152.8,172.7,71.02,89.37,213,141.3,235.9,168.9,208.7,88.12,250.6,196.2,312.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11524,97.99,157.6,112,156.3,178,81.7,100.5,231.8,151,271.4,179.8,227.9,113,266.7,219.2,336.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11525,114.5,178.1,120.2,160.3,182.3,94.79,121.1,236.6,150.5,287,185.6,240.5,130.4,276.1,238.6,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11526,123.4,181.7,121.7,162.2,174.7,101.7,114.4,240.4,149.7,269.9,186,244.9,138.8,283.8,243.8,352.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11527,132.8,180.5,125.2,149,177.1,104.5,102.3,237.1,154.4,268.6,188.9,249.2,140.2,283.5,240.4,349.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11528,139,182.3,131.9,130.8,191.1,107.7,107.9,222.4,155.3,269.6,189.7,249.2,137.5,275.2,234.7,336.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11529,139.5,187.6,129.1,133.6,198.1,117,118.3,222.9,165.4,270,193.6,243.1,138.6,275,234.8,337.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11530,144.8,194.7,134.3,150.3,200.4,134.9,128.3,237.2,181.9,282.5,202,237.3,137.1,277.5,232.5,340.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11531,143.9,189.7,149.7,160.5,198.7,143.2,147.6,248.6,178.9,283.3,198,225.6,129.3,273.6,219.1,322.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11532,137,187.1,169.9,180.2,204.7,147.9,183.3,273.1,176.5,284.4,193.2,214.7,130.3,274.3,214.2,310.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
